Alignment,Outlier_Seq_No,Z_score,PT_ID
3J8G2,33,9767.XP_007181073.1,4.311015945283632
3J8G4,12,10042.XP_006985397.1,7.382017090132092
3J8G5,48,9694.XP_007090666.1,8.3659558132626
3J8G6,18,9361.ENSDNOP00000004079,5.04299208379252
3J8G7,58,61622.XP_010372235.1,3.335525618645317
3J8G8,9,13616.ENSMODP00000002467,3.654540040881689
3J8G9,47,9733.XP_004268262.1,7.457254700735248
3J8GA,39,9707.XP_004417534.1,6.010912153822383
3J8GB,69,9612.ENSCAFP00000005551,8.547042781993168
3J8GC,24,885580.XP_010625573.1,3.9206732343761774
3J8GD,32,9978.XP_004599120.1,6.737088818993565
3J8GE,18,9371.XP_004716435.1,6.133802303909901
3J8GG,54,29078.XP_008141649.1,3.9128120942655435
3J8GH,6,34839.XP_005412473.1,9.999653945659759
3J8GI,64,34839.XP_005401240.1,7.0644231778089015
3J8GJ,63,59538.XP_005974302.1,8.229617793444952
3J8GK,28,10036.XP_005139273.1,8.183433621124575
3J8GM,8,13616.ENSMODP00000026918,6.213322019487728
3J8GN,29,482537.XP_008566525.1,6.4146298966673925
3J8GQ,5,29073.XP_008706411.1,4.65155396191484
3J8GR,53,51337.XP_004655989.1,5.808615132002392
3J8GT,32,225400.XP_006761443.1,7.107758967114894
3J8GU,32,9940.ENSOARP00000012246,5.8530018258740375
3J8GV,2,29073.XP_008700722.1,3.6736706332439617
3J8GW,14,9305.ENSSHAP00000012133,6.6807087746946
3J8GX,75,42254.XP_004622267.1,6.095481509273295
3J8GY,16,9986.ENSOCUP00000024212,5.983482307676898
3J8GZ,32,225400.XP_006768617.1,3.8764690612024406
3J8H0,53,34839.XP_005395427.1,8.047773606157277
3J8H1,37,79684.XP_005347575.1,7.800839094655442
3J8H2,25,9978.XP_004592500.1,5.181686048772258
3J8H3,5,29073.XP_008704037.1,6.474225854589148
3J8H4,3,27679.XP_010338768.1,6.146928357472131
3J8H5,24,9483.ENSCJAP00000022090,3.2741131959382868
3J8H6,3,9478.XP_008050192.1,3.3221066215676
3J8H7,74,9541.XP_005560542.1,7.6614310862549795
3J8H8,37,9940.ENSOARP00000019643,4.529286387882988
3J8H9,57,72004.XP_005896403.1,5.170556162880171
3J8HA,20,9541.XP_005577273.1,5.683909357959366
3J8HB,75,482537.XP_008573219.1,5.677773577104771
3J8HC,24,1026970.XP_008846233.1,6.362594398249469
3J8HD,55,59538.XP_005957821.1,5.674809725983561
3J8HE,45,9778.XP_004376453.1,6.584008179831242
3J8HF,7,51337.XP_004663854.1,7.201232182577744
3J8HG,29,10029.XP_007621714.1,8.226962441704131
3J8HH,77,10181.XP_004860062.1,4.281200285923331
3J8HI,12,10116.ENSRNOP00000042839,7.710080204676583
3J8HJ,19,9365.XP_007530238.1,8.602240482297336
3J8HK,7,27679.XP_003926158.1,7.17255075689934
3J8HM,7,13616.ENSMODP00000006496,6.234970573413209
3J8HN,10,10160.XP_004648733.1,7.358937143324022
3J8HP,26,885580.XP_010604271.1,5.240419714172217
3J8HQ,3,34839.XP_005400232.1,7.664790669437591
3J8HR,19,9361.ENSDNOP00000013848,6.891613952856043
3J8HS,43,89462.XP_006039960.1,8.41301373239995
3J8HU,37,89462.XP_006042781.1,4.183940417341098
3J8HV,52,59538.XP_005958713.1,6.91402010274051
3J8HW,61,9601.ENSPPYP00000008655,3.011628498838553
3J8HX,23,10029.XP_007632859.1,8.352115156123556
3J8HY,58,9555.ENSPANP00000008866,3.2967208535478103
3J8HZ,16,9478.XP_008062110.1,7.842423049839446
3J8I0,62,51337.XP_004673043.1,8.41745155981687
3J8I1,32,185453.XP_006865406.1,4.104896526653795
3J8I2,36,225400.XP_006762366.1,7.220822952200985
3J8I3,2,9707.XP_004407470.1,5.180206455213711
3J8I4,40,885580.XP_010626144.1,8.008124328054866
3J8I5,30,9986.ENSOCUP00000009243,7.803472007964586
3J8I6,45,9739.XP_004318590.1,3.882090516220696
3J8I7,4,29073.XP_008699935.1,4.137821322012666
3J8I8,30,9986.ENSOCUP00000025853,3.2721767492991547
3J8I9,27,9818.XP_007938041.1,6.955316722003011
3J8IA,6,29073.XP_008690957.1,5.834945335066165
3J8IB,18,9371.XP_004698972.1,8.285924737376444
3J8IC,6,13616.ENSMODP00000011990,8.273823014807082
3J8ID,47,10141.ENSCPOP00000018752,7.2585457556239525
3J8IE,72,9612.ENSCAFP00000001164,7.716437201784488
3J8IF,1,51337.XP_004672010.1,6.831842278131396
3J8IG,41,89462.XP_006055300.1,8.22217128166749
3J8IH,58,59538.XP_005975522.1,5.581512877411711
3J8II,15,9258.ENSOANP00000024200,8.181348983067496
3J8IK,9,13616.ENSMODP00000014323,4.657653188185738
3J8IM,4,29073.XP_008695165.1,7.068954542880354
3J8IN,1,9365.XP_007531219.1,6.877007254995119
3J8IP,47,59538.XP_005967237.1,8.740964569629567
3J8IQ,55,34839.XP_005390179.1,7.984324333885114
3J8IR,50,9739.XP_004332367.1,8.361270781035712
3J8IS,9,61622.XP_010359247.1,4.261141866778565
3J8IT,21,9365.XP_007534471.1,8.234658204496757
3J8IU,50,9694.XP_007092917.1,5.499350680157159
3J8IV,25,9978.XP_004582620.1,4.9966004000361925
3J8IW,6,29073.XP_008696271.1,5.550507388720064
3J8IX,36,118797.XP_007467042.1,4.136759992916983
3J8IY,36,109478.XP_005869450.1,6.257741275906858
3J8IZ,11,10141.ENSCPOP00000007846,3.6244733356371426
3J8J0,30,9986.ENSOCUP00000000102,7.478380491129349
3J8J2,42,9733.XP_004273036.1,3.1766434096322937
3J8J3,13,72004.XP_005909956.1,6.225219452615298
3J8J5,30,29073.XP_008690806.1,7.2030490310642294
3J8J6,69,9541.XP_005585470.1,5.352995555268496
3J8J7,28,9818.XP_007952914.1,4.835624734587433
3J8J8,30,9986.ENSOCUP00000004076,8.185343731466382
3J8JA,10,10090.ENSMUSP00000135372,4.888010196200589
3J8JC,65,9713.XP_006749900.1,7.252013173602797
3J8JD,42,885580.XP_010641307.1,7.171431995160645
3J8JE,8,10042.XP_006999165.1,5.08045666262049
3J8JF,8,10160.XP_004637064.1,6.10726056474782
3J8JG,3,13616.ENSMODP00000021769,6.021284021420002
3J8JH,12,10141.ENSCPOP00000006950,5.83402810984177
3J8JI,6,10160.XP_004647881.1,7.144094104553377
3J8JJ,34,9767.XP_007166361.1,7.3559476629469085
3J8JK,53,28737.XP_006896492.1,5.977866989226454
3J8JM,36,225400.XP_006771755.1,5.918156922143061
3J8JP,21,9478.XP_008072949.1,3.514532812619739
3J8JQ,35,9371.XP_004705558.1,7.616395698478617
3J8JR,40,42254.XP_004618366.1,7.531664124258412
3J8JS,26,246437.XP_006154232.1,5.773067283752921
3J8JT,19,9361.ENSDNOP00000031302,6.819313073364238
3J8JU,4,10181.XP_004906197.1,7.415398367114803
3J8JV,76,9541.XP_005541532.1,5.52309756047298
3J8JW,45,61622.XP_010355566.1,3.614171577168966
3J8JX,18,9371.XP_004717282.1,8.146575877177792
3J8JY,73,9555.ENSPANP00000006710,8.292445291263448
3J8JZ,43,9739.XP_004320603.1,4.655187620017774
3J8K0,16,9365.XP_007519455.1,7.000186606470277
3J8K1,30,9986.ENSOCUP00000011971,6.6170523026680605
3J8K2,3,28737.XP_006903331.1,8.580545767932591
3J8K3,45,9668.ENSMPUP00000010658,6.690955471504241
3J8K4,25,9371.XP_004697365.1,8.62264198814564
3J8K5,25,9707.XP_004408929.1,4.400630343064731
3J8K6,3,225400.XP_006759953.1,4.918464391974114
3J8K7,58,51337.XP_004650848.1,5.732931061025989
3J8K8,5,27679.XP_010339144.1,5.9860144375310345
3J8K9,5,27679.XP_010337193.1,7.673508298868551
3J8KA,54,42254.XP_004613164.1,7.126114868376915
3J8KB,67,9597.XP_008970086.1,7.744161249201953
3J8KD,57,10036.XP_005082555.1,5.013488759980052
3J8KE,36,225400.XP_006760387.1,4.593121793984408
3J8KF,59,61622.XP_010361386.1,3.962370618982414
3J8KG,36,9739.XP_004325541.1,8.28307589950155
3J8KJ,19,9361.ENSDNOP00000027539,6.9553649088790195
3J8KK,15,9940.ENSOARP00000018111,8.501711595442268
3J8KM,33,9986.ENSOCUP00000013436,5.9394949459755875
3J8KN,59,61853.ENSNLEP00000003009,6.559998345642191
3J8KP,46,9778.XP_004390528.1,7.101171218797346
3J8KQ,55,72004.XP_005904346.1,5.366721798797714
3J8KR,39,109478.XP_005882554.1,5.361109323513006
3J8KS,17,9258.ENSOANP00000014671,4.266007839922254
3J8KU,5,9371.XP_004700782.1,3.1410269890627958
3J8KV,30,10036.XP_005085934.1,8.011754366738643
3J8KW,30,9365.XP_007530642.1,5.926723288702796
3J8KX,4,27679.XP_010330781.1,3.3620767165344465
3J8KY,30,10029.XP_007607732.1,4.20760972894692
3J8KZ,53,34839.XP_005400884.1,5.629091966848359
3J8M0,16,9402.XP_006909051.1,5.537757326392679
3J8M1,40,72004.XP_005892069.1,8.145984465096072
3J8M3,88,10160.XP_004631415.1,8.62985155853544
3J8M5,22,9978.XP_004595484.1,3.9561225620106315
3J8M6,21,9371.XP_004709561.1,6.75083963772788
3J8M8,9,10160.XP_004630582.1,5.9076353964917745
3J8M9,57,43179.ENSSTOP00000022140,6.9508628578219245
3J8MC,26,72004.XP_005896097.1,3.0587320906548685
3J8MD,19,9361.ENSDNOP00000017955,8.4822816668817
3J8ME,2,225400.XP_006766415.1,4.347538139562112
3J8MF,30,9940.ENSOARP00000014058,7.907012305206089
3J8MH,25,1026970.XP_008835052.1,6.343195486719515
3J8MI,8,10042.XP_006971530.1,4.169060064914854
3J8MJ,8,13616.ENSMODP00000012094,5.021100572184137
3J8MK,32,9986.ENSOCUP00000000871,8.343087271720437
3J8MN,49,9739.XP_004320066.1,4.083816596836683
3J8MP,33,72004.XP_005906605.1,9.009042262154784
3J8MQ,4,72004.XP_005898319.1,5.2221277821933345
3J8MS,18,9365.XP_007530112.1,5.4065223802195375
3J8MT,58,59538.XP_005959684.1,5.009758581166863
3J8MU,52,51337.XP_004649810.1,6.1474815435142
3J8MV,69,9593.ENSGGOP00000011441,5.4108601312508
3J8MW,20,9478.XP_008068767.1,6.650234930651019
3J8MX,40,9668.ENSMPUP00000005882,6.922300402311712
3J8MY,47,9707.XP_004394055.1,7.125033499304622
3J8MZ,65,9612.ENSCAFP00000011006,6.628257126645853
3J8N0,9,10160.XP_004643261.1,8.342322311600784
3J8N1,7,13616.ENSMODP00000034373,4.735368695699144
3J8N3,39,185453.XP_006834269.1,6.494425264666947
3J8N4,3,34839.XP_005398844.1,7.982482084171758
3J8N5,18,9365.XP_007525360.1,7.024138804555003
3J8N6,73,9612.ENSCAFP00000002554,3.9048450385205267
3J8N7,10,28737.XP_006900882.1,5.109333777119068
3J8NA,29,9818.XP_007955390.1,8.30580087528305
3J8NC,19,9361.ENSDNOP00000007627,8.328813016522084
St. Dev == 0, crisp alignment at N-ter
3J8NE,7,28737.XP_006898759.1,4.509765286377333
3J8NF,39,34839.XP_005383971.1,7.420027947902751
3J8NG,34,9778.XP_004389493.1,5.883101241329501
3J8NH,51,9707.XP_004402691.1,6.278687436711255
3J8NI,17,9361.ENSDNOP00000033356,4.765116174943274
3J8NJ,46,9733.XP_004272625.1,8.269824018409398
3J8NK,15,9258.ENSOANP00000023457,5.27247251810418
3J8NM,9,13616.ENSMODP00000030977,3.7311391907204556
3J8NN,57,42254.XP_004616142.1,5.644425088167294
3J8NP,11,27679.XP_010340893.1,5.342041561903015
3J8NR,22,9986.ENSOCUP00000002558,4.93443722238606
3J8NS,53,9823.ENSSSCP00000019161,7.499921867161944
3J8NT,74,9593.ENSGGOP00000022894,5.52537768601528
3J8NU,14,9305.ENSSHAP00000006610,4.5442764158230835
3J8NV,42,9694.XP_007097257.1,3.317618026204942
3J8NW,5,10116.ENSRNOP00000001187,7.769333498979908
3J8NX,59,59538.XP_005956950.1,8.176751660347861
3J8NY,54,89462.XP_006046436.1,5.901998080095951
3J8P0,53,109478.XP_005860161.1,8.429236665203694
3J8P1,76,9371.XP_004715007.1,6.3396625078871
3J8P2,6,27679.XP_003926016.1,5.408905462023156
3J8P3,44,9694.XP_007096335.1,7.4905768367468255
3J8P4,34,9940.ENSOARP00000021768,7.5097943801792075
3J8P5,30,10029.XP_007615016.1,5.667933781234935
3J8P6,54,9713.XP_006744823.1,8.03071752144168
3J8P7,26,9940.ENSOARP00000017358,5.703151888516221
3J8P9,14,51337.XP_004649699.1,3.443125046004574
3J8PA,46,9713.XP_006735835.1,7.19456225329076
3J8PB,46,9778.XP_004389385.1,8.148259324680582
3J8PE,33,9986.ENSOCUP00000017877,5.829253712159575
3J8PF,69,9541.XP_005548503.1,8.26911044997717
3J8PG,55,72004.XP_005893076.1,4.32385055329702
3J8PH,18,9365.XP_007526097.1,8.18640351993767
3J8PI,23,9986.ENSOCUP00000013594,5.204640063668138
3J8PJ,12,10029.XP_007629224.1,8.34220784838043
3J8PM,8,10160.XP_004628976.1,6.471027050332515
3J8PN,46,34839.XP_005411159.1,5.26789115780975
3J8PP,24,1026970.XP_008847156.1,5.945349077681807
3J8PU,36,225400.XP_006763669.1,7.779501896255984
3J8PV,36,109478.XP_005871955.1,6.680336272020739
3J8PW,12,34839.XP_005378101.1,3.8907581944113914
3J8PX,22,246437.XP_006154601.1,8.456442297583468
3J8PY,37,225400.XP_006774327.1,5.502666503627007
3J8Q0,30,9767.XP_007192607.1,5.197840111670302
3J8Q1,24,9978.XP_004578416.1,4.630160552524413
3J8Q2,20,9478.XP_008060138.1,5.521787854642795
3J8Q3,40,89462.XP_006080908.1,6.269900875964828
3J8Q4,45,482537.XP_008592870.1,5.848888767969448
3J8Q5,52,109478.XP_005874869.1,6.799299141936798
3J8Q6,26,9818.XP_007958024.1,4.964316594292691
3J8Q7,32,9739.XP_004327079.1,3.1023927815959844
3J8Q8,76,9541.XP_005567158.1,5.395832806076438
3J8Q9,31,885580.XP_010602443.1,5.404446959392673
3J8QA,31,9818.XP_007950672.1,8.407093102134567
3J8QB,19,9315.ENSMEUP00000007197,4.83045891539648
3J8QC,40,9685.ENSFCAP00000002260,4.670146710609767
3J8QD,52,9597.XP_008968375.1,7.214607750619436
3J8QE,2,89462.XP_006074503.1,7.7567812202407325
3J8QF,21,9478.XP_008047747.1,3.5521072945972154
3J8QI,42,9778.XP_004388861.1,6.862653220166042
3J8QM,41,89462.XP_006042887.1,4.701774638264479
3J8QN,12,9986.ENSOCUP00000014737,8.201118602671084
3J8QP,35,9940.ENSOARP00000016774,5.338362548412357
3J8QR,15,9371.XP_004698952.1,5.91394242960061
3J8QS,63,9597.XP_003809065.1,7.706292739941573
3J8QU,40,109478.XP_005873744.1,8.19935354349349
3J8QV,37,9818.XP_007934047.1,6.623855789012263
3J8QW,15,9305.ENSSHAP00000018416,5.721425943784705
3J8R0,9,10141.ENSCPOP00000006162,5.0108418592036905
3J8R1,55,9694.XP_007094048.1,6.598643188418684
3J8R2,11,43179.ENSSTOP00000017452,5.819062866974592
3J8R3,39,34839.XP_005385921.1,5.650553501631454
3J8R4,30,9365.XP_007517982.1,5.263306177767252
3J8R5,7,10181.XP_004878791.1,7.885116344844863
3J8R6,9,10160.XP_004635863.1,5.811127208877448
3J8R7,37,9646.ENSAMEP00000012340,6.318515565836325
3J8R8,2,72004.XP_005903192.1,4.486047933183291
3J8R9,17,59538.XP_005959737.1,5.706820017744935
3J8RA,57,51337.XP_004658553.1,8.306541596358251
3J8RB,36,109478.XP_005876988.1,7.829165173201571
3J8RC,16,9402.XP_006926966.1,6.557317905294178
3J8RD,31,9978.XP_004589372.1,6.857304821155435
3J8RE,16,9371.XP_004703161.1,7.942085237949349
3J8RF,39,89462.XP_006047968.1,6.03464908421536
3J8RG,58,29073.XP_008689084.1,6.349868548772033
3J8RH,48,9694.XP_007073524.1,6.6570235369188016
3J8RK,19,9361.ENSDNOP00000015610,7.040840584261469
3J8RN,65,28737.XP_006897797.1,4.911646011351264
3J8RQ,62,59538.XP_005980982.1,8.121129856564039
3J8RR,64,9668.ENSMPUP00000014315,6.257196099342791
3J8RS,16,9365.XP_007538578.1,6.800484241482842
3J8RT,1,225400.XP_006753899.1,6.881243596848623
3J8RU,13,9305.ENSSHAP00000008455,7.320312501325485
3J8RV,50,72004.XP_005902245.1,8.165395205972663
3J8RW,21,9402.XP_006904253.1,6.411568049935727
3J8RX,62,34839.XP_005403499.1,5.383731548858068
3J8RY,54,59538.XP_005981894.1,5.897737129600138
3J8RZ,63,9612.ENSCAFP00000037413,4.11624809780946
3J8S0,47,9767.XP_007192598.1,5.348308833852657
3J8S2,3,29073.XP_008706468.1,5.5827504280582465
3J8S3,47,9694.XP_007076807.1,5.05755092333839
3J8S4,31,1026970.XP_008834383.1,5.692830068704366
3J8S5,6,28737.XP_006900701.1,4.397080938175868
3J8S6,8,59538.XP_005985920.1,6.775302668997684
3J8S7,78,9478.XP_008066920.1,8.188172674203908
3J8S9,33,9986.ENSOCUP00000003325,6.566162369638616
3J8SA,60,9612.ENSCAFP00000007386,5.874393908468862
3J8SB,67,42254.XP_004621863.1,6.37319817816097
3J8SC,9,89462.XP_006056298.1,5.1549577701775995
3J8SD,39,118797.XP_007454158.1,4.8319738645037615
3J8SE,39,885580.XP_010643428.1,3.812179828197328
3J8SF,19,9365.XP_007535785.1,8.72177576077934
3J8SG,19,10029.XP_007638120.1,9.378291764298485
3J8SH,40,72004.XP_005889124.1,5.3710015132672355
3J8SI,63,59538.XP_005978107.1,6.531644270303526
3J8SJ,82,9541.XP_005550844.1,6.686706790863353
3J8SK,25,482537.XP_008581382.1,7.479862842559413
3J8SN,31,9371.XP_004713695.1,4.944282461093436
3J8SQ,25,9555.ENSPANP00000015147,6.841032442889358
3J8SR,3,34839.XP_005384713.1,7.406687296761578
3J8SS,7,13616.ENSMODP00000005457,6.477373824428018
3J8SU,98,10116.ENSRNOP00000043186,5.48442588705834
3J8SV,47,9685.ENSFCAP00000024722,3.51150860948443
3J8SW,60,9601.ENSPPYP00000022547,4.2689318156523495
3J8SZ,27,10036.XP_005072900.1,7.864573848058912
3J8T0,5,29078.XP_008148451.1,5.945225360697343
3J8T1,32,9986.ENSOCUP00000026900,7.505688511519356
3J8T2,24,885580.XP_010629552.1,7.810354286639255
3J8T3,57,42254.XP_004619745.1,6.006951079866665
3J8T4,4,10181.XP_004854758.1,7.094616660249022
3J8T5,17,9371.XP_004717367.1,6.041150266714123
3J8T6,18,9365.XP_007531184.1,5.9183294774952175
3J8T7,19,9365.XP_007538983.1,7.525179258237983
3J8T8,56,29073.XP_008684846.1,7.005941629342995
3J8T9,8,10160.XP_004628710.1,8.380776019084957
3J8TA,24,9361.ENSDNOP00000023473,9.335854732438252
3J8TB,36,109478.XP_005884713.1,6.175243428570417
3J8TC,2,34839.XP_005374066.1,5.318942339694929
3J8TD,54,72004.XP_005887449.1,7.9211654106652745
3J8TE,42,9668.ENSMPUP00000004669,7.865915288278663
3J8TF,1,9713.XP_006731667.1,4.419890332039995
3J8TG,73,9601.ENSPPYP00000004657,5.819935745521162
3J8TH,23,10181.XP_004842892.1,5.912122418333513
3J8TI,41,89462.XP_006070278.1,8.030338652565973
3J8TJ,64,9646.ENSAMEP00000006679,4.966275923499499
3J8TK,64,9612.ENSCAFP00000024881,4.950631494578791
3J8TM,3,29073.XP_008706588.1,8.17060571738856
3J8TP,2,59538.XP_005984858.1,5.8947659501188685
3J8TQ,18,9365.XP_007525603.1,6.222982233742621
3J8TR,36,225400.XP_006760353.1,8.246297096595466
3J8TS,53,9739.XP_004314164.1,5.1415750299488785
3J8TT,17,9371.XP_004703700.1,8.38850196980275
3J8TU,41,89462.XP_006057750.1,5.139376442782926
3J8TV,37,246437.XP_006145984.1,5.805789779516979
3J8TW,33,61622.XP_010375331.1,4.51585493051624
3J8TX,50,34839.XP_005383625.1,9.082242761957957
3J8TY,32,9978.XP_004596057.1,5.367482268078713
3J8TZ,1,9767.XP_007169282.1,4.586888067150872
3J8U0,6,29073.XP_008707390.1,4.018314209710274
3J8U1,8,13616.ENSMODP00000010473,6.1822309654856165
3J8U2,37,10029.XP_007637116.1,6.185994300430238
3J8U3,9,10160.XP_004638326.1,5.219022333531373
3J8U4,7,10181.XP_004846908.1,6.445639567323673
3J8U5,29,9778.XP_004383011.1,7.506034314630845
3J8U6,11,72004.XP_005904644.1,4.483447931747528
3J8U7,37,9767.XP_007187682.1,5.691568737365954
3J8U8,23,1026970.XP_008837754.1,8.15551510474243
3J8U9,32,246437.XP_006171807.1,3.3458855954005844
3J8UA,33,9940.ENSOARP00000005480,3.431032792342799
3J8UC,42,9668.ENSMPUP00000018733,6.8632888106304515
3J8UD,8,27679.XP_010342411.1,8.209772775832437
3J8UE,33,9778.XP_004380356.1,7.633138862892255
3J8UF,74,10181.XP_004855311.1,8.04801518909336
3J8UI,47,9713.XP_006734604.1,6.257090717948236
3J8UJ,60,61622.XP_010384892.1,8.67752014597262
3J8UN,15,9258.ENSOANP00000009462,8.046450690112163
3J8UP,34,118797.XP_007461144.1,4.378548658610084
3J8UQ,36,9767.XP_007174524.1,6.230171060141066
3J8UR,32,9785.ENSLAFP00000028409,3.190663559788547
3J8US,31,9818.XP_007941200.1,4.936958559471309
3J8UT,47,9785.ENSLAFP00000000734,7.251515878760175
3J8UU,65,9597.XP_008962189.1,7.77984633130648
3J8UV,32,9940.ENSOARP00000004651,5.6522387774076135
3J8UW,4,10181.XP_004855822.1,5.997101953578585
3J8UX,21,9478.XP_008069387.1,6.1207477970739665
3J8UY,62,59538.XP_005965614.1,5.383293792899411
3J8UZ,40,9785.ENSLAFP00000000414,4.182692307692308
3J8V1,37,9707.XP_004416541.1,6.296263335841952
3J8V2,29,9978.XP_004597201.1,6.849460498452759
3J8V3,9,13616.ENSMODP00000000745,6.817140131333089
3J8V4,29,9978.XP_004596282.1,5.717077389721674
3J8V6,36,225400.XP_006759276.1,7.900836957903481
3J8V7,20,9483.ENSCJAP00000048462,8.108257261540029
3J8V8,31,246437.XP_006154304.1,3.933262495035844
3J8V9,33,10029.XP_007634718.1,6.9252192023834525
3J8VA,1,246437.XP_006144237.1,7.202896799651995
3J8VD,24,885580.XP_010617356.1,7.162886203322352
3J8VE,38,89462.XP_006070761.1,5.767612118032292
3J8VG,37,109478.XP_005859793.1,7.28864798827101
3J8VH,20,9739.XP_004316997.1,6.326874377321853
3J8VI,25,9365.XP_007523976.1,9.219313958075428
3J8VJ,19,9361.ENSDNOP00000028013,7.812145872780322
3J8VK,15,9258.ENSOANP00000005225,8.184463531636723
3J8VM,14,9258.ENSOANP00000022895,4.158346345063291
3J8VP,66,9601.ENSPPYP00000024138,6.023722618624369
3J8VQ,58,59538.XP_005983219.1,6.114324238265235
3J8VR,49,9713.XP_006734113.1,4.139255381115337
3J8VS,5,29073.XP_008691002.1,7.7234749301473595
3J8VT,22,1026970.XP_008841683.1,13.638848420442041
3J8VU,47,246437.XP_006170504.1,5.860385711301699
3J8VV,45,885580.XP_010604222.1,7.908612155045124
3J8VW,62,59538.XP_005978627.1,5.858761796411256
3J8VY,35,9986.ENSOCUP00000014412,6.795660211309404
3J8VZ,9,10181.XP_004838144.1,8.458210549920766
3J8W0,45,9668.ENSMPUP00000003306,8.138011892949615
3J8W1,47,89462.XP_006072753.1,6.205124251542841
3J8W2,17,9371.XP_004713726.1,6.697737949347145
3J8W3,6,482537.XP_008588988.1,6.2948885046845735
3J8W4,26,246437.XP_006171958.1,5.790563333915619
3J8W5,7,61853.ENSNLEP00000000656,5.357441793412571
3J8W6,20,9483.ENSCJAP00000019357,5.4402248656613095
3J8W7,16,9365.XP_007534372.1,4.368638439059449
3J8W8,4,10181.XP_004847079.1,6.499459813728939
3J8W9,6,72004.XP_005893221.1,6.5485826795499165
3J8WC,22,9606.ENSP00000449404,3.4167198382073103
3J8WD,3,34839.XP_005397741.1,7.746587922113931
3J8WF,41,9713.XP_006727416.1,5.1485074352259215
3J8WG,25,885580.XP_010601348.1,6.309630117554952
3J8WH,52,61622.XP_010381502.1,5.40094140855414
3J8WI,14,9541.XP_005567328.1,3.6635820870951763
3J8WJ,71,9555.ENSPANP00000016942,4.610768711094666
3J8WK,44,9818.XP_007939816.1,7.968154064698255
3J8WM,22,10036.XP_005074177.1,8.13961474790991
3J8WN,17,9371.XP_004713676.1,6.81195431286473
3J8WP,51,61622.XP_010360020.1,6.269236583384797
3J8WQ,31,9986.ENSOCUP00000003394,8.32786078667567
3J8WR,31,10029.XP_007625221.1,7.598030388982237
3J8WS,52,34839.XP_005414517.1,3.98465117085999
3J8WT,22,9986.ENSOCUP00000000865,5.602917998441481
3J8WU,17,9371.XP_004703947.1,6.415260012862351
3J8WV,26,246437.XP_006150491.1,6.017141127167929
3J8WW,3,30611.ENSOGAP00000000761,7.989350325005257
3J8WX,7,28737.XP_006879471.1,5.290869380299292
3J8WY,65,9601.ENSPPYP00000018102,8.225547360733527
3J8WZ,51,79684.XP_005372549.1,7.817855040225468
3J8X0,23,10029.XP_007624562.1,4.90030578768485
3J8X2,24,9818.XP_007955498.1,6.809412977870033
3J8X3,1,482537.XP_008591579.1,7.865853088433369
3J8X4,4,9707.XP_004401379.1,11.976857140910347
3J8X5,50,72004.XP_005890296.1,7.269669169529761
3J8X6,26,246437.XP_006152391.1,5.631687834196831
3J8X7,15,9258.ENSOANP00000014301,7.483314773547883
3J8X8,64,9612.ENSCAFP00000028481,6.984299658185205
3J8X9,30,9978.XP_004594100.1,4.523623638880842
3J8XA,31,9986.ENSOCUP00000007320,7.227802111833216
3J8XB,47,246437.XP_006146531.1,4.943864466754026
3J8XC,60,42254.XP_004611375.1,8.42536045422065
3J8XD,47,246437.XP_006166590.1,8.32614267478695
3J8XE,31,9978.XP_004577571.1,4.072853999850591
3J8XF,19,9361.ENSDNOP00000018708,6.769423661476005
3J8XI,57,34839.XP_005373925.1,4.606559376606644
3J8XJ,2,34839.XP_005395245.1,5.4575083718366155
3J8XK,44,9478.XP_008046864.1,7.65703145809282
3J8XM,43,59538.XP_005983706.1,6.012242077966585
3J8XN,16,9258.ENSOANP00000015398,7.739443417573554
3J8XP,26,51337.XP_004657330.1,3.7424553087133243
3J8XR,39,72004.XP_005899703.1,5.869428600762829
3J8XS,44,89462.XP_006040092.1,7.476350761306977
3J8XT,12,51337.XP_004654778.1,4.737862590149718
3J8XU,69,27679.XP_010333918.1,9.055810545746608
3J8XW,22,9483.ENSCJAP00000047109,4.98007931820951
3J8XY,11,10029.XP_007637854.1,7.721072192201286
3J8XZ,24,885580.XP_010639808.1,5.271058463668583
3J8Y0,23,9739.XP_004316112.1,8.906697539982241
3J8Y1,42,89462.XP_006049303.1,5.562742613427042
3J8Y2,21,9478.XP_008066238.1,7.316302986702938
3J8Y3,35,246437.XP_006163595.1,5.118220200806286
3J8Y4,6,29073.XP_008695448.1,5.086017125767314
3J8Y5,9,10116.ENSRNOP00000036595,5.63003415432122
3J8Y6,59,60711.ENSCSAP00000011448,8.072744325435876
3J8Y8,59,72004.XP_005909510.1,4.939874041962706
3J8Y9,6,27679.XP_010342544.1,6.471272772647186
3J8YA,8,10181.XP_004871726.1,8.139609309290478
3J8YB,37,9739.XP_004327168.1,7.555859022162043
3J8YC,37,89462.XP_006059019.1,5.5310678201265375
3J8YD,3,28737.XP_006889023.1,8.21736208766501
3J8YE,21,9361.ENSDNOP00000029536,6.245673180545862
3J8YF,55,34839.XP_005396723.1,5.119722854565023
3J8YG,10,10181.XP_004841733.1,8.241503211994242
3J8YH,8,13616.ENSMODP00000003103,7.463414069651423
3J8YI,8,13616.ENSMODP00000012158,8.246364010019589
3J8YJ,58,72004.XP_005908050.1,6.495416895560035
3J8YK,45,885580.XP_010625391.1,4.799890495982637
3J8YM,4,34839.XP_005387182.1,7.844555929969698
